iev	time	count	locflow_time	diff	var	phase_type
326	2022-05-15 01:33:47.027851776+00:00	45	2022-05-15 01:33:30.640000+00:00	-16.387851	0.006432395561222224	P
326	2022-05-15 01:33:48.141127168+00:00	346	2022-05-15 01:33:30.640000+00:00	-17.501127	0.006441340374657631	S
327	2022-05-15 01:45:58.378060288+00:00	232	2022-05-15 01:45:42.040000+00:00	-16.33806	0.0006821746058178117	P
327	2022-05-15 01:45:59.548037632+00:00	231	2022-05-15 01:45:42.040000+00:00	-17.508037	0.0028929440293983355	S
328	2022-05-15 02:54:50.676472064+00:00	681	2022-05-15 02:54:34.301000+00:00	-16.375472	0.001324518500574374	P
328	2022-05-15 02:54:51.856935424+00:00	670	2022-05-15 02:54:34.301000+00:00	-17.555935	0.0027106590102118876	S
329	2022-05-15 03:00:26.320789760+00:00	792	2022-05-15 03:00:09.961000+00:00	-16.359789	0.00024142180400627585	P
329	2022-05-15 03:00:27.508933376+00:00	784	2022-05-15 03:00:09.961000+00:00	-17.547933	0.0054874566308065675	S
330	2022-05-15 07:53:19.352754944+00:00	53	2022-05-15 07:53:26.522000+00:00	7.169246	0.0038994133938904255	S
330	2022-05-15 07:53:42.688458240+00:00	272	2022-05-15 07:53:26.522000+00:00	-16.166458	0.006654282212550453	P
330	2022-05-15 07:53:43.861143808+00:00	292	2022-05-15 07:53:26.522000+00:00	-17.339143	0.005729273676423774	S
331	2022-05-15 14:40:08.858189312+00:00	218	2022-05-15 14:39:51.884000+00:00	-16.974189	0.005429269362854038	P
331	2022-05-15 14:40:10.241885952+00:00	216	2022-05-15 14:39:51.884000+00:00	-18.357885	0.0020396926592206608	S
332	2022-05-15 14:57:33.701231104+00:00	59	2022-05-15 14:57:52.744000+00:00	19.042769	0.014565579437045586	P
332	2022-05-15 14:57:33.804709120+00:00	47	2022-05-15 14:57:52.744000+00:00	18.939291	0.005678713522518953	S
332	2022-05-15 14:58:07.660458240+00:00	32	2022-05-15 14:57:52.744000+00:00	-14.916458	0.009599230398813493	S
333	2022-05-15 16:05:24.784917504+00:00	614	2022-05-15 16:05:07.904000+00:00	-16.880917	0.00196357434661531	P
333	2022-05-15 16:05:26.182945536+00:00	607	2022-05-15 16:05:07.904000+00:00	-18.278945	0.0032601676435068325	S
335	2022-05-16 00:18:10.963599872+00:00	600	2022-05-16 00:17:54.040000+00:00	-16.923599	0.0007741085525357562	P
335	2022-05-16 00:18:11.028659712+00:00	102	2022-05-16 00:17:54.040000+00:00	-16.988659	0.0010436219807031702	P
335	2022-05-16 00:18:11.975256320+00:00	156	2022-05-16 00:17:54.040000+00:00	-17.935256	0.0023731962123687096	S
335	2022-05-16 00:18:12.048992512+00:00	546	2022-05-16 00:17:54.040000+00:00	-18.008992	0.0013420849262670272	S
336	2022-05-16 02:13:13.363656704+00:00	670	2022-05-16 02:12:56.181000+00:00	-17.182656	0.0008793627821323625	P
336	2022-05-16 02:13:14.531844608+00:00	675	2022-05-16 02:12:56.181000+00:00	-18.350844	0.004994287929650386	S
336	2022-05-16 02:13:31.870671104+00:00	507	2022-05-16 02:12:56.181000+00:00	-35.689671	0.0009718726791540635	P
336	2022-05-16 02:13:32.976601856+00:00	72	2022-05-16 02:12:56.181000+00:00	-36.795601	0.004078200328279978	S
336	2022-05-16 02:13:33.045375488+00:00	435	2022-05-16 02:12:56.181000+00:00	-36.864375	0.001883703259379431	S
337	2022-05-16 02:13:13.364419584+00:00	656	2022-05-16 02:13:14.701000+00:00	1.336581	0.0007470161792167561	P
337	2022-05-16 02:13:14.532979968+00:00	660	2022-05-16 02:13:14.701000+00:00	0.168021	0.0042862454669828015	S
337	2022-05-16 02:13:31.872607232+00:00	616	2022-05-16 02:13:14.701000+00:00	-17.171607	0.002270204329534397	P
337	2022-05-16 02:13:32.923816448+00:00	58	2022-05-16 02:13:14.701000+00:00	-18.222816	0.03407049674943385	S
337	2022-05-16 02:13:33.052167424+00:00	554	2022-05-16 02:13:14.701000+00:00	-18.351167	0.0022956002648539166	S
338	2022-05-16 02:30:13.240343296+00:00	411	2022-05-16 02:29:56.061000+00:00	-17.179343	0.00045466226383159545	P
338	2022-05-16 02:30:14.404197376+00:00	417	2022-05-16 02:29:56.061000+00:00	-18.343197	0.0027756481399669503	S
339	2022-05-16 13:11:57.369025024+00:00	187	2022-05-16 13:11:55.143000+00:00	-2.226025	0.061326216216241215	P
339	2022-05-16 13:11:58.513121280+00:00	220	2022-05-16 13:11:55.143000+00:00	-3.370121	0.005339503921109406	S
340	2022-05-16 16:49:46.351964928+00:00	760	2022-05-16 16:49:44.484000+00:00	-1.867964	0.0005736897390185671	P
340	2022-05-16 16:49:47.523917312+00:00	764	2022-05-16 16:49:44.484000+00:00	-3.039917	0.005525565976435544	S
341	2022-05-16 16:59:33.162834688+00:00	658	2022-05-16 16:59:31.284000+00:00	-1.878834	0.0011288271663960233	P
341	2022-05-16 16:59:34.325081088+00:00	666	2022-05-16 16:59:31.284000+00:00	-3.041081	0.001930327687767945	S
342	2022-05-16 17:06:36.556767488+00:00	536	2022-05-16 17:06:34.684000+00:00	-1.872767	0.0032323454902900214	P
342	2022-05-16 17:06:37.725464832+00:00	537	2022-05-16 17:06:34.684000+00:00	-3.041464	0.002879490324264155	S
343	2022-05-17 05:58:01.408017920+00:00	149	2022-05-17 05:57:58.982000+00:00	-2.426017	0.00702052793998186	P
343	2022-05-17 05:58:02.841189632+00:00	144	2022-05-17 05:57:58.982000+00:00	-3.859189	0.0029304142650442423	S
344	2022-05-17 12:01:54.537658624+00:00	415	2022-05-17 12:01:52.223000+00:00	-2.314658	0.006169336486505825	P
344	2022-05-17 12:01:55.564984320+00:00	420	2022-05-17 12:01:52.223000+00:00	-3.341984	0.00243704906801821	S
345	2022-05-17 13:28:47.614633984+00:00	102	2022-05-17 13:28:45.043000+00:00	-2.571633	0.001522058891335761	P
345	2022-05-17 13:28:48.773164800+00:00	101	2022-05-17 13:28:45.043000+00:00	-3.730164	0.007561412711838414	S
346	2022-05-17 13:34:48.757601536+00:00	205	2022-05-17 13:34:46.183000+00:00	-2.574601	0.011168648022390147	P
346	2022-05-17 13:34:49.926037760+00:00	158	2022-05-17 13:34:46.183000+00:00	-3.743037	0.0011015386423435033	S
346	2022-05-17 13:34:50.038606080+00:00	44	2022-05-17 13:34:46.183000+00:00	-3.855606	0.0009042720672658573	S
347	2022-05-17 16:23:29.192073984+00:00	90	2022-05-17 16:23:26.284000+00:00	-2.908073	0.002840939884095009	P
347	2022-05-17 16:23:30.699518464+00:00	90	2022-05-17 16:23:26.284000+00:00	-4.415518	0.005821259857465161	S
348	2022-05-17 17:19:31.560320256+00:00	250	2022-05-17 17:19:28.624000+00:00	-2.93632	0.002696799806518057	P
348	2022-05-17 17:19:32.958972672+00:00	61	2022-05-17 17:19:28.624000+00:00	-4.334972	0.01152726677967814	S
348	2022-05-17 17:19:33.093219840+00:00	188	2022-05-17 17:19:28.624000+00:00	-4.469219	0.005914776045380665	S
349	2022-05-17 17:40:36.575232768+00:00	86	2022-05-17 17:40:33.325000+00:00	-3.250232	0.07213955818338619	P
349	2022-05-17 17:40:37.748392192+00:00	113	2022-05-17 17:40:33.325000+00:00	-4.423392	0.00951944176962295	S
350	2022-05-17 17:44:07.713170432+00:00	215	2022-05-17 17:44:04.745000+00:00	-2.96817	0.011275977652080067	P
350	2022-05-17 17:44:09.246190336+00:00	210	2022-05-17 17:44:04.745000+00:00	-4.50119	0.011993949466920683	S
351	2022-05-17 17:58:53.128544768+00:00	567	2022-05-17 17:58:50.145000+00:00	-2.983544	0.020348990693125103	P
351	2022-05-17 17:58:54.544392448+00:00	587	2022-05-17 17:58:50.145000+00:00	-4.399392	0.004294149551789288	S
352	2022-05-17 20:59:26.329999616+00:00	66	2022-05-17 20:59:22.585000+00:00	-3.744999	0.027013087384676004	P
352	2022-05-17 20:59:27.195455744+00:00	95	2022-05-17 20:59:22.585000+00:00	-4.610455	0.006383124771005151	S
353	2022-05-17 21:04:12.638033664+00:00	89	2022-05-17 21:04:09.445000+00:00	-3.193033	0.033782462973908835	P
353	2022-05-17 21:04:13.300999936+00:00	60	2022-05-17 21:04:09.445000+00:00	-3.855999	0.089853777310809	P
353	2022-05-17 21:04:13.930882048+00:00	102	2022-05-17 21:04:09.445000+00:00	-4.485882	0.0017016892603956475	S
353	2022-05-17 21:04:14.057628160+00:00	52	2022-05-17 21:04:09.445000+00:00	-4.612628	0.003057225397250003	S
354	2022-05-17 21:07:30.298725376+00:00	51	2022-05-17 21:07:27.005000+00:00	-3.293725	0.05780692801053491	P
354	2022-05-17 21:07:31.495333376+00:00	60	2022-05-17 21:07:27.005000+00:00	-4.490333	0.006322305035858473	P
354	2022-05-17 21:07:31.496111360+00:00	60	2022-05-17 21:07:27.005000+00:00	-4.491111	0.006471067846897158	S
354	2022-05-17 21:07:33.592651520+00:00	44	2022-05-17 21:07:27.005000+00:00	-6.587651	0.002679888863131086	S
355	2022-05-17 21:12:08.599059968+00:00	78	2022-05-17 21:12:05.445000+00:00	-3.154059	0.022915321447153685	P
355	2022-05-17 21:12:09.287024128+00:00	56	2022-05-17 21:12:05.445000+00:00	-3.842024	0.07840105986588279	P
355	2022-05-17 21:12:09.937673472+00:00	96	2022-05-17 21:12:05.445000+00:00	-4.492673	0.0019517256781840942	S
355	2022-05-17 21:12:10.047764224+00:00	41	2022-05-17 21:12:05.445000+00:00	-4.602764	0.0016110464309622018	S
356	2022-05-17 21:18:27.736781056+00:00	365	2022-05-17 21:18:24.485000+00:00	-3.251781	0.00503360096592634	P
356	2022-05-17 21:18:29.206354176+00:00	32	2022-05-17 21:18:24.485000+00:00	-4.721354	0.0036471943482006054	P
356	2022-05-17 21:18:29.184142080+00:00	408	2022-05-17 21:18:24.485000+00:00	-4.699142	0.00401779367778809	S
358	2022-05-17 21:23:20.640032+00:00	726	2022-05-17 21:23:17.365000+00:00	-3.275032	0.004621359539123249	P
358	2022-05-17 21:23:21.981161472+00:00	99	2022-05-17 21:23:17.365000+00:00	-4.616161	0.0001594911998330255	S
358	2022-05-17 21:23:22.087648512+00:00	662	2022-05-17 21:23:17.365000+00:00	-4.722648	0.0034604469231880168	S
359	2022-05-17 22:37:17.455909888+00:00	37	2022-05-17 22:37:13.746000+00:00	-3.709909	0.05179351702543243	P
359	2022-05-17 22:37:18.332598528+00:00	49	2022-05-17 22:37:13.746000+00:00	-4.586598	0.003836341397458349	S
360	2022-05-17 23:30:24.150806784+00:00	561	2022-05-17 23:30:20.986000+00:00	-3.164806	0.010703571655783563	P
360	2022-05-17 23:30:25.577207808+00:00	574	2022-05-17 23:30:20.986000+00:00	-4.591207	0.005089521172273891	S
362	2022-05-17 23:36:50.730817280+00:00	393	2022-05-17 23:36:47.366000+00:00	-3.364817	0.004810746665160553	P
362	2022-05-17 23:36:52.145499136+00:00	426	2022-05-17 23:36:47.366000+00:00	-4.779499	0.004370417467687026	S
363	2022-05-18 07:55:40.539095552+00:00	342	2022-05-18 07:55:36.882000+00:00	-3.657095	0.022672202785294308	P
363	2022-05-18 07:55:41.506473728+00:00	76	2022-05-18 07:55:36.882000+00:00	-4.624473	0.11984516596421381	P
363	2022-05-18 07:55:41.900869376+00:00	398	2022-05-18 07:55:36.882000+00:00	-5.018869	0.0026359158566935386	S
365	2022-05-18 12:25:24.198920704+00:00	295	2022-05-18 12:25:20.803000+00:00	-3.39592	0.0017737409602398943	P
365	2022-05-18 12:25:25.355943168+00:00	299	2022-05-18 12:25:20.803000+00:00	-4.552943	0.0028268073759426973	S
366	2022-05-19 01:13:59.666636288+00:00	111	2022-05-19 01:13:36.360000+00:00	-23.306636	0.057366366643079564	P
366	2022-05-19 01:14:00.600367616+00:00	136	2022-05-19 01:13:36.360000+00:00	-24.240367	0.004746120064828697	S
367	2022-05-19 01:13:41.825878784+00:00	55	2022-05-19 01:13:55.280000+00:00	13.454122	0.010916035979136039	S
367	2022-05-19 01:13:59.626014720+00:00	92	2022-05-19 01:13:55.280000+00:00	-4.346014	0.057356841046955556	P
367	2022-05-19 01:14:00.604200448+00:00	123	2022-05-19 01:13:55.280000+00:00	-5.3242	0.006509087127300423	S
368	2022-05-19 02:03:49.238894592+00:00	38	2022-05-19 02:03:43.761000+00:00	-5.477894	0.003187031414623756	S
369	2022-05-19 02:03:48.390899456+00:00	33	2022-05-19 02:03:56.381000+00:00	7.990101	0.06807397739065527	P
369	2022-05-19 02:03:49.258654208+00:00	54	2022-05-19 02:03:56.381000+00:00	7.122346	0.004161268214992323	S
369	2022-05-19 02:04:01.276886528+00:00	47	2022-05-19 02:03:56.381000+00:00	-4.895886	0.08422427564712393	P
369	2022-05-19 02:04:01.914962432+00:00	53	2022-05-19 02:03:56.381000+00:00	-5.533962	0.0018444747452750314	S
370	2022-05-19 02:10:34.350487296+00:00	52	2022-05-19 02:10:29.521000+00:00	-4.829487	0.03480104826218251	P
370	2022-05-19 02:10:35.125418240+00:00	86	2022-05-19 02:10:29.521000+00:00	-5.604418	0.004587823046742142	S
371	2022-05-19 02:13:46.516134656+00:00	198	2022-05-19 02:13:42.321000+00:00	-4.195134	0.0402672843607035	P
371	2022-05-19 02:13:47.338333440+00:00	40	2022-05-19 02:13:42.321000+00:00	-5.017333	0.13854136657557944	P
371	2022-05-19 02:13:47.896844544+00:00	219	2022-05-19 02:13:42.321000+00:00	-5.575844	0.002829700608198115	S
372	2022-05-19 04:00:21.613407232+00:00	36	2022-05-19 04:00:17.361000+00:00	-4.252407	0.05845497956973967	P
372	2022-05-19 04:00:22.869484800+00:00	55	2022-05-19 04:00:17.361000+00:00	-5.508484	0.0018003343435218854	S
373	2022-05-19 07:00:27.250128384+00:00	374	2022-05-19 07:00:23.002000+00:00	-4.248128	0.008942987211191814	P
373	2022-05-19 07:00:28.705307904+00:00	387	2022-05-19 07:00:23.002000+00:00	-5.703307	0.0051483834284673765	S
374	2022-05-19 07:33:17.579191040+00:00	89	2022-05-19 07:33:13.102000+00:00	-4.477191	0.0062040200207829415	P
374	2022-05-19 07:33:19.135062272+00:00	86	2022-05-19 07:33:13.102000+00:00	-6.033062	0.00458018840772927	S
375	2022-05-19 09:16:33.909943296+00:00	47	2022-05-19 09:16:29.622000+00:00	-4.287943	0.012573200683595749	P
375	2022-05-19 09:16:34.084209152+00:00	685	2022-05-19 09:16:29.622000+00:00	-4.462209	0.005009377775119775	P
375	2022-05-19 09:16:35.512058624+00:00	738	2022-05-19 09:16:29.622000+00:00	-5.890058	0.003747543172342262	S
376	2022-05-19 09:18:20.774937856+00:00	59	2022-05-19 09:18:16.442000+00:00	-4.332937	0.010336044063313274	P
376	2022-05-19 09:18:21.383468288+00:00	84	2022-05-19 09:18:16.442000+00:00	-4.941468	0.05066942764844867	P
376	2022-05-19 09:18:22.205723136+00:00	154	2022-05-19 09:18:16.442000+00:00	-5.763723	0.004405515261369533	S
377	2022-05-19 09:30:03.432414208+00:00	346	2022-05-19 09:29:58.922000+00:00	-4.510414	0.05638491851529799	P
377	2022-05-19 09:30:04.655554560+00:00	362	2022-05-19 09:29:58.922000+00:00	-5.733554	0.004263786519751185	S
379	2022-05-19 11:22:54.401954048+00:00	51	2022-05-19 11:22:49.563000+00:00	-4.838954	0.06768870805934356	P
379	2022-05-19 11:22:55.427041792+00:00	80	2022-05-19 11:22:49.563000+00:00	-5.864041	0.008615661426580868	S
380	2022-05-19 11:24:14.809666816+00:00	39	2022-05-19 11:24:08.983000+00:00	-5.826666	0.012426302280786788	S
381	2022-05-19 16:03:09.972237824+00:00	297	2022-05-19 16:03:05.704000+00:00	-4.268237	0.001363587778355191	P
381	2022-05-19 16:03:10.044065792+00:00	456	2022-05-19 16:03:05.704000+00:00	-4.340065	0.004553962055148698	P
381	2022-05-19 16:03:10.985159680+00:00	46	2022-05-19 16:03:05.704000+00:00	-5.281159	0.00048455073330482614	S
381	2022-05-19 16:03:11.055500032+00:00	709	2022-05-19 16:03:05.704000+00:00	-5.3515	0.0016325070394255594	S
381	2022-05-19 16:03:36.690142720+00:00	299	2022-05-19 16:03:05.704000+00:00	-30.986142	0.0025861901970593588	P
381	2022-05-19 16:03:37.741803776+00:00	299	2022-05-19 16:03:05.704000+00:00	-32.037803	0.003889757898821758	S
382	2022-05-19 16:03:36.687143168+00:00	508	2022-05-19 16:03:32.644000+00:00	-4.043143	0.004208011584612763	P
382	2022-05-19 16:03:37.744713216+00:00	514	2022-05-19 16:03:32.644000+00:00	-5.100713	0.005341526834232442	S
383	2022-05-19 16:16:39.288047616+00:00	112	2022-05-19 16:16:35.144000+00:00	-4.144047	0.019687370070141586	P
383	2022-05-19 16:16:40.239215104+00:00	124	2022-05-19 16:16:35.144000+00:00	-5.095215	0.0030137750445137744	S
384	2022-05-19 22:03:55.489064448+00:00	62	2022-05-19 22:03:50.286000+00:00	-5.203064	0.105937086634417	P
384	2022-05-19 22:03:56.489166336+00:00	80	2022-05-19 22:03:50.286000+00:00	-6.203166	0.0054573641969771994	S
385	2022-05-19 22:26:46.205556224+00:00	308	2022-05-19 22:26:41.366000+00:00	-4.839556	0.03184399560858188	P
385	2022-05-19 22:26:47.588848384+00:00	330	2022-05-19 22:26:41.366000+00:00	-6.222848	0.004200843986316876	S
386	2022-05-19 22:46:45.820539904+00:00	442	2022-05-19 22:46:41.086000+00:00	-4.734539	0.003387806384262814	P
386	2022-05-19 22:46:47.283735552+00:00	474	2022-05-19 22:46:41.086000+00:00	-6.197735	0.006562114739712895	S
387	2022-05-19 22:56:22.430703616+00:00	73	2022-05-19 22:56:17.126000+00:00	-5.304703	0.031504885319276636	P
387	2022-05-19 22:56:23.331126016+00:00	106	2022-05-19 22:56:17.126000+00:00	-6.205126	0.004402793072244023	S
388	2022-05-19 22:57:54.199540992+00:00	498	2022-05-19 22:57:49.246000+00:00	-4.95354	0.005527006693687017	P
388	2022-05-19 22:57:55.653488640+00:00	503	2022-05-19 22:57:49.246000+00:00	-6.407488	0.004185641000646367	S
389	2022-05-19 23:01:22.808450048+00:00	83	2022-05-19 23:01:18.126000+00:00	-4.68245	0.002513569428352627	P
389	2022-05-19 23:01:23.386542336+00:00	43	2022-05-19 23:01:18.126000+00:00	-5.260542	0.03012854026215725	P
389	2022-05-19 23:01:24.275019520+00:00	136	2022-05-19 23:01:18.126000+00:00	-6.149019	0.003110628674968576	S
390	2022-05-20 07:40:28.809171712+00:00	297	2022-05-20 07:40:23.942000+00:00	-4.867171	0.016686270239631883	P
390	2022-05-20 07:40:29.265162496+00:00	39	2022-05-20 07:40:23.942000+00:00	-5.323162	0.10422513692614707	P
390	2022-05-20 07:40:29.809505024+00:00	342	2022-05-20 07:40:23.942000+00:00	-5.867505	0.0026302470644131107	S
391	2022-05-20 13:31:20.306577408+00:00	41	2022-05-20 13:31:13.363000+00:00	-6.943577	0.004160217539371956	S
392	2022-05-20 14:31:05.177488384+00:00	43	2022-05-20 14:30:58.484000+00:00	-6.693488	0.0029677045441915836	S
393	2022-05-20 14:35:36.652032768+00:00	122	2022-05-20 14:35:31.664000+00:00	-4.988032	0.018675436063835593	P
393	2022-05-20 14:35:37.703108096+00:00	142	2022-05-20 14:35:31.664000+00:00	-6.039108	0.004608026734007041	S
394	2022-05-20 14:49:26.075719680+00:00	882	2022-05-20 14:49:21.004000+00:00	-5.071719	0.0009716529421197755	P
394	2022-05-20 14:49:27.102959360+00:00	884	2022-05-20 14:49:21.004000+00:00	-6.098959	0.0020385783588968984	S
395	2022-05-20 15:59:04.676568320+00:00	401	2022-05-20 15:58:59.524000+00:00	-5.152568	0.0018558037398048266	P
395	2022-05-20 15:59:05.854610688+00:00	404	2022-05-20 15:58:59.524000+00:00	-6.33061	0.004423448652944504	S
396	2022-05-20 17:15:39.693737216+00:00	330	2022-05-20 17:15:34.624000+00:00	-5.069737	0.0009023308302420205	P
396	2022-05-20 17:15:40.871507968+00:00	325	2022-05-20 17:15:34.624000+00:00	-6.247507	0.002795245755719406	S
397	2022-05-20 17:31:10.355219456+00:00	41	2022-05-20 17:31:27.584000+00:00	17.228781	0.04992653484290496	P
397	2022-05-20 17:31:10.418523648+00:00	42	2022-05-20 17:31:27.584000+00:00	17.165477	0.04154467113056252	S
397	2022-05-20 17:31:32.761024+00:00	775	2022-05-20 17:31:27.584000+00:00	-5.177024	0.00019385735410263293	P
397	2022-05-20 17:31:33.929209856+00:00	627	2022-05-20 17:31:27.584000+00:00	-6.345209	0.0017307800045861408	S
397	2022-05-20 17:31:34.036528896+00:00	145	2022-05-20 17:31:27.584000+00:00	-6.452528	0.0010907814485558419	S
398	2022-05-21 00:25:56.319082752+00:00	654	2022-05-21 00:25:50.420000+00:00	-5.899082	0.0075344940449905105	P
398	2022-05-21 00:25:57.753542912+00:00	668	2022-05-21 00:25:50.420000+00:00	-7.333542	0.003940521763106814	S
399	2022-05-21 05:17:47.701447424+00:00	730	2022-05-21 05:17:41.821000+00:00	-5.880447	0.005171634578480645	P
399	2022-05-21 05:17:49.257071616+00:00	734	2022-05-21 05:17:41.821000+00:00	-7.436071	0.00526729616550867	S
400	2022-05-21 05:22:48.784282880+00:00	461	2022-05-21 05:22:43.361000+00:00	-5.423282	0.0044338366976231025	P
400	2022-05-21 05:22:50.294089984+00:00	479	2022-05-21 05:22:43.361000+00:00	-6.933089	0.004838269140192433	S
401	2022-05-21 08:26:10.098190336+00:00	329	2022-05-21 08:26:04.542000+00:00	-5.55619	0.0038599728068903394	P
401	2022-05-21 08:26:11.150746624+00:00	351	2022-05-21 08:26:04.542000+00:00	-6.608746	0.002478739575004838	S
402	2022-05-21 11:38:40.421543680+00:00	293	2022-05-21 11:38:34.463000+00:00	-5.958543	0.01942434539487484	P
402	2022-05-21 11:38:41.307096320+00:00	297	2022-05-21 11:38:34.463000+00:00	-6.844096	0.003256169884858475	S
404	2022-05-21 17:51:04.144350720+00:00	421	2022-05-21 17:50:57.745000+00:00	-6.39935	0.0018795787670471574	P
404	2022-05-21 17:51:05.543533312+00:00	425	2022-05-21 17:50:57.745000+00:00	-7.798533	0.003848032596091142	S
405	2022-05-21 19:22:33.558664960+00:00	824	2022-05-21 19:22:27.005000+00:00	-6.553664	0.004182745961316944	P
405	2022-05-21 19:22:34.950839808+00:00	379	2022-05-21 19:22:27.005000+00:00	-7.945839	0.0009046022922671605	S
405	2022-05-21 19:22:35.051074560+00:00	456	2022-05-21 19:22:27.005000+00:00	-8.046074	0.0016961340768094208	S
406	2022-05-21 19:29:54.531451904+00:00	667	2022-05-21 19:29:47.965000+00:00	-6.566451	0.005870078800191555	P
406	2022-05-21 19:29:55.928146432+00:00	499	2022-05-21 19:29:47.965000+00:00	-7.963146	0.002878452392169658	S
406	2022-05-21 19:29:56.041167872+00:00	187	2022-05-21 19:29:47.965000+00:00	-8.076167	0.0016694041204673115	S
iev	time	count	locflow_time	diff	var	phase_type
148	2022-04-28 06:28:22.112294400+00:00	34	2022-04-28 06:28:38.622000+00:00	16.509706	0.0009180926916221203	P
148	2022-04-28 06:28:24.048486400+00:00	37	2022-04-28 06:28:38.622000+00:00	14.573514	0.0001956456456456406	S
148	2022-04-28 06:28:41.348602880+00:00	627	2022-04-28 06:28:38.622000+00:00	-2.726602	0.012628536924652605	P
148	2022-04-28 06:28:42.657686784+00:00	670	2022-04-28 06:28:38.622000+00:00	-4.035686	0.003392577248287711	S
149	2022-04-28 07:14:59.534844928+00:00	587	2022-04-28 07:14:56.582000+00:00	-2.952844	0.012219708007977158	P
149	2022-04-28 07:15:00.812379136+00:00	633	2022-04-28 07:14:56.582000+00:00	-4.230379	0.00322548893154958	S
150	2022-04-28 07:59:29.949699584+00:00	413	2022-04-28 07:59:27.602000+00:00	-2.347699	0.003393482451397543	P
150	2022-04-28 07:59:30.042421760+00:00	237	2022-04-28 07:59:27.602000+00:00	-2.440421	0.004770160194521919	P
150	2022-04-28 07:59:31.207252736+00:00	653	2022-04-28 07:59:27.602000+00:00	-3.605252	0.004323440656150475	S
151	2022-04-28 13:35:18.768024064+00:00	830	2022-04-28 13:35:13.123000+00:00	-5.645024	0.0033589258360341243	P
151	2022-04-28 13:35:19.131666688+00:00	45	2022-04-28 13:35:13.123000+00:00	-6.008666	0.01790272727272728	P
151	2022-04-28 13:35:21.853027328+00:00	736	2022-04-28 13:35:13.123000+00:00	-8.730027	0.006138774770777857	S
151	2022-04-28 13:35:22.066466560+00:00	150	2022-04-28 13:35:13.123000+00:00	-8.943466	0.005335552572706916	S
151	2022-04-28 13:35:26.343445760+00:00	202	2022-04-28 13:35:13.123000+00:00	-13.220445	0.03063213881089601	P
151	2022-04-28 13:35:27.682677760+00:00	93	2022-04-28 13:35:13.123000+00:00	-14.559677	0.03764011220196349	S
151	2022-04-28 13:35:28.407516160+00:00	93	2022-04-28 13:35:13.123000+00:00	-15.284516	0.08009242636746139	S
152	2022-04-28 14:32:34.420486400+00:00	37	2022-04-28 14:32:30.004000+00:00	-4.416486	0.012184534534534537	P
152	2022-04-28 14:32:34.510575360+00:00	73	2022-04-28 14:32:30.004000+00:00	-4.506575	0.005128386605783863	S
153	2022-04-28 14:35:14.915063552+00:00	536	2022-04-28 14:35:11.784000+00:00	-3.131063	0.003486156716417914	P
153	2022-04-28 14:35:15.149243136+00:00	185	2022-04-28 14:35:11.784000+00:00	-3.365243	0.031171815511163336	P
153	2022-04-28 14:35:16.277270016+00:00	734	2022-04-28 14:35:11.784000+00:00	-4.49327	0.00490007174427811	S
153	2022-04-28 14:35:17.783412224+00:00	102	2022-04-28 14:35:11.784000+00:00	-5.999412	0.025447175305765856	P
153	2022-04-28 14:35:17.790486528+00:00	37	2022-04-28 14:35:11.784000+00:00	-6.006486	0.010440090090090101	S
153	2022-04-28 14:35:18.136926976+00:00	41	2022-04-28 14:35:11.784000+00:00	-6.352926	0.02704621951219513	P
153	2022-04-28 14:35:18.385428736+00:00	77	2022-04-28 14:35:11.784000+00:00	-6.601428	0.06365714285714287	S
154	2022-04-28 16:34:37.510041344+00:00	533	2022-04-28 16:34:31.584000+00:00	-5.926041	0.01409538927054974	P
154	2022-04-28 16:34:39.410666752+00:00	42	2022-04-28 16:34:31.584000+00:00	-7.826666	0.051773983739837375	P
154	2022-04-28 16:34:40.468128+00:00	625	2022-04-28 16:34:31.584000+00:00	-8.884128	0.011203445128205135	S
156	2022-04-30 03:06:17.458693888+00:00	477	2022-04-30 03:06:13.421000+00:00	-4.037693	0.008953914521783556	P
156	2022-04-30 03:06:18.832841472+00:00	505	2022-04-30 03:06:13.421000+00:00	-5.411841	0.004436879616533088	S
156	2022-04-30 03:06:47.912555520+00:00	45	2022-04-30 03:06:13.421000+00:00	-34.491555	0.005136161616161646	P
156	2022-04-30 03:06:48.311000064+00:00	44	2022-04-30 03:06:13.421000+00:00	-34.89	0.07012558139534876	P
156	2022-04-30 03:06:49.304906240+00:00	128	2022-04-30 03:06:13.421000+00:00	-35.883906	0.00752792814960617	S
157	2022-04-30 03:06:47.820761856+00:00	42	2022-04-30 03:06:43.561000+00:00	-4.259761	0.03632921022067364	P
157	2022-04-30 03:06:48.397266432+00:00	75	2022-04-30 03:06:43.561000+00:00	-4.836266	0.03839398198198202	P
157	2022-04-30 03:06:49.291671040+00:00	149	2022-04-30 03:06:43.561000+00:00	-5.730671	0.010365762742608371	S
158	2022-04-30 03:11:08.664469504+00:00	49	2022-04-30 03:11:03.961000+00:00	-4.703469	0.10779812925170072	P
158	2022-04-30 03:11:09.716600064+00:00	75	2022-04-30 03:11:03.961000+00:00	-5.7556	0.0032195675675675585	S
159	2022-04-30 03:18:53.516624896+00:00	32	2022-04-30 03:18:48.881000+00:00	-4.635624	0.07000604838709677	P
159	2022-04-30 03:18:54.623051264+00:00	78	2022-04-30 03:18:48.881000+00:00	-5.742051	0.007081451881451876	S
